LAT,LNG
-35.387806,149.084122
-35.388237,149.085724
-35.388206,149.085892
-35.392429,149.08667
-35.392551,149.086533
-35.394196,149.084366
-35.394894,149.080017
-35.394279,149.084976
-35.394981,149.079941
-35.39616,149.078903
-35.396301,149.079132
-35.398613,149.080307
-35.398903,149.080521
-35.401054,149.081268
-35.401413,149.080933
-35.404076,149.081818
-35.403996,149.081787
-35.404007,149.084915
-35.404175,149.084351
-35.403706,149.088928
-35.403545,149.088531
-35.402386,149.092804
-35.401199,149.094986
-35.402351,149.092728
-35.401035,149.0952
-35.401527,149.098862
-35.40147,149.097214
-35.377342,149.056198
-35.377331,149.056534
-35.378929,149.057632
-35.379135,149.05777
-35.377834,149.060638
-35.378265,149.060104
-35.377613,149.064026
-35.377739,149.064056
-35.378685,149.065353
-35.378727,149.065491
-35.381702,149.065308
-35.381401,149.065582
-35.383373,149.067474
-35.383465,149.06749
-35.384914,149.070892
-35.385021,149.071136
-35.387623,149.075043
-35.387516,149.074921
-35.39241,149.089645
-35.392319,149.089325
-35.392567,149.093018
-35.392174,149.093689
-35.392151,149.095779
-35.392879,149.096558
-35.396343,149.09639
-35.396095,149.096237
-35.397873,149.097412
-35.397755,149.097412
-35.400372,149.097397
-35.400017,149.097733
-35.402576,149.074417
-35.40123,149.07457
-35.408028,149.073532
-35.408348,149.073074
-35.418159,149.064407
-35.348743,149.08783
-35.38707,149.097443
-35.387173,149.09761
-35.387157,149.096085
-35.387341,149.096298
-35.387634,149.093674
-35.387848,149.093521
-35.389038,149.091156
-35.389168,149.09079
-35.389771,149.087982
-35.38961,149.088104
-35.391071,149.078705
-35.391132,149.078506
-35.411888,149.081741
-35.411785,149.081741
-35.410217,149.083603
-35.409718,149.082947
-35.408348,149.082199
-35.407307,149.081192
-35.406723,149.079575
-35.406841,149.077591
-35.406719,149.07753
-35.407463,149.075668
-35.407219,149.075684
-35.410851,149.075058
-35.410988,149.075165
-35.413456,149.076065
-35.413536,149.07634
-35.412838,149.079376
-35.413296,149.078629
-35.412151,149.063187
-35.40197,149.060867
-35.402084,149.060776
-35.400154,149.062607
-35.400089,149.062469
-35.403179,149.063354
-35.403084,149.063522
-35.397224,149.064056
-35.397461,149.064255
-35.373047,149.056885
-35.372604,149.057404
-35.401077,149.086166
-35.401966,149.0867
-35.410717,149.100693
-35.410892,149.100723
-35.412361,149.100021
-35.412884,149.099365
-35.414112,149.097046
-35.41444,149.096741
-35.417061,149.098236
-35.41674,149.098206
-35.419884,149.097305
-35.41975,149.097046
-35.416283,149.079178
-35.416264,149.079361
-35.418194,149.082443
-35.418091,149.082413
-35.416676,149.086212
-35.416611,149.086533
-35.416241,149.088013
-35.416298,149.088364
-35.41534,149.089569
-35.414165,149.08757
-35.418907,149.11998
-35.414787,149.088974
-35.41423,149.087265
-35.411987,149.087662
-35.412098,149.087402
-35.410713,149.091171
-35.410767,149.090881
-35.408806,149.092682
-35.408936,149.092453
-35.405373,149.089508
-35.405319,149.089645
-35.402336,149.091782
-35.400528,149.089233
-35.402092,149.091797
-35.40041,149.089294
-35.398151,149.088379
-35.398117,149.088486
-35.394802,149.086685
-35.394653,149.086594
-35.397469,149.089951
-35.397537,149.090164
-35.39727,149.094788
-35.397308,149.094193
-35.388088,149.097977
-35.388493,149.098297
-35.42474,149.104019
-35.424896,149.10405
-35.426281,149.107056
-35.426373,149.10704
-35.427563,149.109589
-35.427624,149.109787
-35.426281,149.112289
-35.426308,149.112473
-35.425385,149.114075
-35.42524,149.114288
-35.42276,149.112015
-35.423058,149.112183
-35.420982,149.113617
-35.420963,149.113861
-35.418312,149.11557
-35.418602,149.115219
-35.414661,149.112503
-35.41452,149.112869
-35.413868,149.109329
-35.414013,149.10939
-35.412067,149.105804
-35.41198,149.10556
-35.409962,149.104889
-35.410091,149.104965
-35.407349,149.106461
-35.407181,149.106506
-35.406055,149.111053
-35.406197,149.111206
-35.405716,149.113739
-35.40575,149.113815
-35.403248,149.115829
-35.402653,149.116074
-35.398781,149.09935
-35.398785,149.102921
-35.398918,149.102814
-35.396854,149.104095
-35.397308,149.104156
-35.39502,149.10347
-35.395367,149.103745
-35.39286,149.101974
-35.392956,149.102097
-35.390842,149.100647
-35.390701,149.100693
-35.414471,149.104538
-35.414684,149.104599
-35.417137,149.104858
-35.416935,149.104782
-35.418079,149.107391
-35.417953,149.107849
-35.41581,149.109833
-35.41573,149.110046
-35.416851,149.117767
-35.416912,149.117966
-35.416431,149.121033
-35.416576,149.120834
-35.407082,149.081039
-35.416042,149.130188
-35.418266,149.127213
-35.418098,149.127335
-35.416603,149.129852
-35.419529,149.125427
-35.419582,149.125336
-35.42205,149.12439
-35.421959,149.124527
-35.424282,149.123474
-35.424408,149.123688
-35.424252,149.121338
-35.424343,149.121262
-35.424313,149.117447
-35.424198,149.117203
-35.427258,149.115799
-35.428669,149.1185
-35.428604,149.118576
-35.427334,149.115997
-35.41769,149.137222
-35.417599,149.137253
-35.416145,149.139435
-35.416088,149.139359
-35.412315,149.137512
-35.412258,149.137405
-35.41251,149.135269
-35.412579,149.135101
-35.413876,149.132996
-35.413853,149.132904
-35.418156,149.116928
-35.418201,149.116669
-35.436523,149.097748
-35.436485,149.09761
-35.404247,149.077484
-35.404263,149.077606
-35.407417,149.087082
-35.407528,149.086838
-35.441238,149.116882
-35.406727,149.08429
-35.406872,149.08432
-35.343933,149.027664
-35.474491,149.094711
-35.474525,149.094925
-35.388977,149.032486
-35.416332,149.096252
-35.442654,149.122787
-35.416279,149.095901
-35.432228,149.076645
-35.431019,149.074844
-35.373367,149.054825
-35.373409,149.054672
-35.458172,149.086243
-35.438992,149.098282
-35.439075,149.098206
-35.419868,149.085648
-35.419968,149.085861
-35.42136,149.088593
-35.421375,149.088745
-35.47514,149.097626
-35.47488,149.097153
-35.476551,149.099792
-35.476444,149.099808
-35.475243,149.101074
-35.474991,149.100906
-35.472401,149.10321
-35.472404,149.103104
-35.4692,149.104675
-35.469856,149.104431
-35.468349,149.105682
-35.468243,149.105988
-35.46389,149.111343
-35.463829,149.111206
-35.462639,149.109787
-35.462749,149.109497
-35.462498,149.107925
-35.462227,149.107193
-35.432178,149.076797
-35.430954,149.075073
-35.410007,149.118393
-35.410011,149.118271
-35.278553,149.1306
-35.348011,149.102814
-35.34602,149.101944
-35.326233,149.167511
-35.32769,149.170227
-35.326447,149.168198
-35.327766,149.170609
-35.325413,149.172592
-35.246441,149.096985
-35.182709,149.130432
-35.385384,149.073318
-35.385437,149.073242
-35.321682,149.058289
-35.414719,149.065765
-35.414421,149.065552
-35.414581,149.065384
-35.414917,149.065659
-35.32259,149.057617
-35.412277,149.063309
-35.453056,149.118561
-35.429012,149.074585
-35.428802,149.074738
-35.279144,149.12558
-35.296085,149.187698
-35.346191,149.074615
-35.461906,149.08223
-35.463902,149.083176
-35.391052,149.086777
-35.391087,149.086945
-35.402611,149.064743
-35.353077,149.080521
-35.340801,149.084457
-35.335697,149.081253
-35.333496,149.079742
-35.330509,149.077728
-35.327663,149.075592
-35.324566,149.075577
-35.322987,149.074814
-35.321159,149.074921
-35.319389,149.077042
-35.318748,149.080246
-35.321609,149.081955
-35.323189,149.082581
-35.324608,149.082779
-35.325516,149.085022
-35.326916,149.090012
-35.325825,149.085236
-35.324993,149.083008
-35.323288,149.082397
-35.320927,149.081589
-35.318863,149.080231
-35.319477,149.076981
-35.321522,149.074951
-35.32304,149.074951
-35.324711,149.075653
-35.327789,149.07579
-35.330288,149.077682
-35.333687,149.07988
-35.335556,149.081253
-35.338596,149.082031
-35.340664,149.084717
-35.339085,149.082809
-35.339214,149.083115
-35.37225,149.089798
-35.371876,149.090668
-35.371948,149.095474
-35.371864,149.09549
-35.358505,149.06012
-35.371719,149.098129
-35.370605,149.099625
-35.370502,149.099426
-35.368164,149.097687
-35.368034,149.09758
-35.365578,149.095428
-35.365471,149.095322
-35.365704,149.088669
-35.365837,149.088531
-35.366627,149.084946
-35.366539,149.085434
-35.363041,149.081436
-35.351856,149.063904
-35.366272,149.08252
-35.366257,149.082321
-35.358231,149.075668
-35.358116,149.0755
-35.361305,149.077988
-35.361504,149.078049
-35.355621,149.075241
-35.355736,149.075333
-35.352531,149.075531
-35.35215,149.075302
-35.349594,149.076141
-35.349674,149.076187
-35.346676,149.074127
-35.34341,149.074524
-35.342861,149.074677
-35.339706,149.076981
-35.340408,149.076477
-35.339542,149.079971
-35.3396,149.079834
-35.368641,149.084702
-35.373089,149.086624
-35.370811,149.085236
-35.370743,149.085358
-35.368484,149.084473
-35.362499,149.082214
-35.363022,149.082047
-35.360477,149.084686
-35.360455,149.084473
-35.357918,149.086716
-35.357964,149.086884
-35.354984,149.086502
-35.355209,149.086243
-35.352791,149.085724
-35.352848,149.085434
-35.350876,149.086395
-35.350967,149.0867
-35.358631,149.060181
-35.34108,149.088577
-35.340313,149.090332
-35.340546,149.093521
-35.342457,149.09639
-35.346699,149.099579
-35.350117,149.106445
-35.352203,149.104385
-35.352341,149.104553
-35.354378,149.104996
-35.354305,149.105103
-35.355461,149.107269
-35.355484,149.107132
-35.35743,149.107681
-35.35778,149.108383
-35.359444,149.109039
-35.359623,149.109085
-35.362129,149.106949
-35.36208,149.107132
-35.363602,149.107773
-35.36364,149.107651
-35.364208,149.11055
-35.335533,149.051086
-35.335617,149.051041
-35.331081,149.058609
-35.331299,149.058792
-35.333355,149.060898
-35.333324,149.060684
-35.329563,149.046432
-35.329472,149.046265
-35.329678,149.043854
-35.329815,149.043869
-35.330036,149.041992
-35.329948,149.041885
-35.330177,149.038162
-35.33028,149.038177
-35.334198,149.032272
-35.334835,149.031891
-35.333469,149.03479
-35.333603,149.034653
-35.333023,149.037216
-35.336823,149.031754
-35.337044,149.031586
-35.33844,149.030273
-35.338455,149.030457
-35.341042,149.027527
-35.341194,149.027542
-35.343819,149.027817
-35.34383,149.030121
-35.342522,149.032166
-35.341373,149.033081
-35.340786,149.033722
-35.342052,149.04245
-35.342163,149.042572
-35.343914,149.030304
-35.346607,149.028717
-35.346302,149.02861
-35.349979,149.030106
-35.350174,149.030197
-35.351418,149.032166
-35.351395,149.031967
-35.352322,149.034149
-35.352444,149.034241
-35.354717,149.034561
-35.354637,149.034454
-35.35688,149.036438
-35.35701,149.036865
-35.356228,149.040115
-35.356075,149.04039
-35.356888,149.042435
-35.356827,149.042603
-35.359509,149.04454
-35.35931,149.044373
-35.360207,149.053146
-35.360214,149.052933
-35.361969,149.056641
-35.362053,149.056473
-35.362862,149.058945
-35.362778,149.05867
-35.360352,149.060883
-35.360058,149.061203
-35.349922,149.068161
-35.349777,149.067993
-35.345982,149.06279
-35.345901,149.062988
-35.343941,149.061462
-35.343857,149.061493
-35.343243,149.059143
-35.342632,149.05864
-35.340912,149.058411
-35.340939,149.058197
-35.338539,149.059433
-35.338413,149.059525
-35.336872,149.057922
-35.336792,149.057816
-35.33675,149.056137
-35.336842,149.055649
-35.335564,149.053864
-35.335594,149.053757
-35.339272,149.05455
-35.340576,149.056595
-35.342274,149.057266
-35.343277,149.055771
-35.34341,149.055771
-35.342365,149.052963
-35.342457,149.052872
-35.336678,149.044678
-35.336563,149.044601
-35.336098,149.041153
-35.336056,149.040939
-35.330242,149.055252
-35.330334,149.055252
-35.318043,149.115326
-35.313831,149.11908
-35.312176,149.120544
-35.311169,149.120621
-35.317139,149.113159
-35.317223,149.113342
-35.314419,149.110474
-35.313076,149.107666
-35.313061,149.107376
-35.309643,149.106628
-35.310257,149.106628
-35.307365,149.106476
-35.307423,149.106567
-35.305176,149.106827
-35.304592,149.104675
-35.304596,149.106308
-35.304428,149.103821
-35.315441,149.143951
-35.314297,149.144501
-35.317356,149.146317
-35.317089,149.145538
-35.351929,149.063965
-35.304157,149.130814
-35.304008,149.130875
-35.305534,149.126068
-35.30603,149.127045
-35.29789,149.126297
-35.297775,149.125885
-35.352322,149.066879
-35.353123,149.08078
-35.352528,149.067154
-35.311256,149.129135
-35.311089,149.129776
-35.311874,149.132446
-35.312134,149.132401
-35.31089,149.133148
-35.309925,149.133209
-35.306076,149.133148
-35.305592,149.133041
-35.283512,149.146713
-35.283203,149.154221
-35.28529,149.162384
-35.285252,149.161835
-35.343983,149.101425
-35.343979,149.101608
-35.338276,149.102478
-35.338146,149.102234
-35.335957,149.100677
-35.335186,149.100006
-35.333996,149.098343
-35.333878,149.09787
-35.33313,149.095032
-35.329609,149.094574
-35.329376,149.094528
-35.325356,149.09639
-35.32494,149.096527
-35.322315,149.097733
-35.319843,149.098175
-35.319344,149.098312
-35.318474,149.098846
-35.318424,149.099014
-35.317181,149.101425
-35.316948,149.102005
-35.316322,149.105652
-35.316265,149.105209
-35.31546,149.108307
-35.314877,149.108383
-35.314785,149.111176
-35.356552,149.059738
-35.363346,149.096527
-35.322117,149.0979
-35.356548,149.059631
-35.361446,149.098724
-35.359901,149.097839
-35.359882,149.097626
-35.356094,149.097687
-35.356544,149.097412
-35.350685,149.042145
-35.352505,149.041595
-35.350578,149.093414
-35.349842,149.093796
-35.345757,149.104965
-35.345863,149.104935
-35.318466,149.095627
-35.318363,149.095337
-35.311954,149.098206
-35.310116,149.098206
-35.307926,149.09819
-35.318478,149.11557
-35.320038,149.138351
-35.319443,149.137543
-35.317204,149.138962
-35.318268,149.14035
-35.342953,149.138489
-35.343102,149.138641
-35.341373,149.14241
-35.341206,149.142502
-35.339436,149.146225
-35.339546,149.14624
-35.338409,149.14801
-35.3382,149.14856
-35.336697,149.153519
-35.336754,149.152924
-35.337067,149.156006
-35.337124,149.156509
-35.334381,149.158646
-35.33474,149.158478
-35.333004,149.158417
-35.333096,149.158554
-35.332973,149.156616
-35.332516,149.154709
-35.33194,149.153702
-35.331173,149.152191
-35.329926,149.150986
-35.328892,149.150085
-35.327324,149.149506
-35.325417,149.147888
-35.327206,149.147125
-35.327301,149.147003
-35.330059,149.146667
-35.330208,149.14653
-35.33147,149.145325
-35.331757,149.14502
-35.330776,149.143753
-35.330177,149.143402
-35.328655,149.14212
-35.327961,149.141296
-35.325497,149.139206
-35.325554,149.139404
-35.323677,149.137787
-35.323669,149.13765
-35.321072,149.135101
-35.321678,149.134521
-35.313087,149.143219
-35.311626,149.142868
-35.309258,149.136505
-35.309746,149.137039
-35.332813,149.175858
-35.34,149.093124
-35.342472,149.096863
-35.341133,149.094711
-35.346485,149.099747
-35.334259,149.169907
-35.325108,149.155304
-35.332417,149.166046
-35.332687,149.166275
-35.329128,149.163025
-35.323608,149.172668
-35.322266,149.174744
-35.322292,149.179642
-35.323971,149.182205
-35.331921,149.049057
-35.334339,149.048462
-35.334412,149.048508
-35.335625,149.046478
-35.363155,149.081329
-35.329121,149.178162
-35.327446,149.17749
-35.333878,149.173355
-35.327408,149.181198
-35.326725,149.178391
-35.335564,149.046356
-35.33289,149.037338
-35.34256,149.032303
-35.352478,149.060608
-35.35268,149.060608
-35.355484,149.060242
-35.355404,149.060379
-35.357395,149.059464
-35.357761,149.059479
-35.349007,149.049545
-35.348942,149.049423
-35.352451,149.04921
-35.352509,149.049042
-35.353363,149.047546
-35.353851,149.04689
-35.34903,149.036453
-35.34901,149.036667
-35.346779,149.035965
-35.347034,149.036026
-35.344349,149.039505
-35.344471,149.039459
-35.344059,149.04303
-35.344128,149.042984
-35.342445,149.045685
-35.342384,149.045517
-35.332767,149.156052
-35.32626,149.14917
-35.325481,149.148422
-35.309296,149.132553
-35.308884,149.13295
-35.312031,149.098297
-35.31015,149.098282
-35.307384,149.098312
-35.303825,149.098724
-35.303772,149.099091
-35.349918,149.106155
-35.364223,149.110321
-35.365582,149.112579
-35.365765,149.112518
-35.367218,149.112823
-35.367294,149.112625
-35.370029,149.111465
-35.370235,149.111725
-35.371719,149.113464
-35.371902,149.113861
-35.373264,149.116028
-35.373337,149.115891
-35.375626,149.114685
-35.375629,149.114517
-35.376743,149.109222
-35.376728,149.109116
-35.378994,149.107147
-35.37915,149.107239
-35.377865,149.103943
-35.37796,149.10376
-35.374981,149.101028
-35.375149,149.101151
-35.373634,149.101715
-35.372818,149.101822
-35.363194,149.096451
-35.361675,149.098633
-35.35342,149.095581
-35.353954,149.096909
-35.347851,149.094894
-35.347935,149.095032
-35.346016,149.096771
-35.345692,149.09668
-35.344437,149.097397
-35.344604,149.097244
-35.349342,149.038757
-35.349293,149.03981
-35.357796,149.053452
-35.357754,149.053329
-35.355701,149.054443
-35.355705,149.054245
-35.338825,149.075851
-35.336487,149.074677
-35.33646,149.074509
-35.334274,149.072021
-35.334435,149.072021
-35.333038,149.06929
-35.333241,149.069214
-35.330708,149.048477
-35.330566,149.034912
-35.330467,149.034836
-35.339542,149.036346
-35.339581,149.036758
-35.332649,149.04892
-35.330704,149.048386
-35.373642,149.087112
-35.347092,149.057007
-35.352406,149.041748
-35.350883,149.042236
-35.339497,149.103561
-35.339657,149.104095
-35.340069,149.107452
-35.340057,149.107086
-35.342045,149.108795
-35.342087,149.108978
-35.343475,149.108856
-35.34425,149.108032
-35.344997,149.107071
-35.33292,149.094177
-35.337006,149.093857
-35.355682,149.048828
-35.325382,149.155197
-35.323315,149.155777
-35.322086,149.1539
-35.316639,149.116577
-35.252644,149.139359
-35.266106,149.136871
-35.227715,149.018112
-35.330917,149.0298
-35.213833,149.049149
-35.337402,149.093735
-35.335869,149.147888
-35.355709,149.048645
-35.30727,149.122742
-35.309078,149.126083
-35.332432,149.093903
-35.340988,149.052338
-35.330517,149.163727
-35.343052,149.057404
-35.34819,149.08934
-35.312927,149.120529
-35.31461,149.119019
-35.316414,149.117416
-35.316624,149.141815
-35.315804,149.140198
-35.330555,149.16362
-35.346321,149.101791
-35.349689,149.096893
-35.350155,149.097137
-35.348686,149.102707
-35.380028,149.110626
-35.365025,149.092712
-35.363342,149.092285
-35.3232,149.172897
-35.322006,149.179352
-35.324017,149.182388
-35.325375,149.183655
-35.348598,149.102798
-35.351879,149.08403
-35.328876,149.178299
-35.333157,149.175461
-35.334049,149.173203
-35.334335,149.16983
-35.352028,149.08403
-35.330421,149.161118
-35.328979,149.088531
-35.328667,149.088669
-35.331596,149.089264
-35.331841,149.089661
-35.31427,149.108826
-35.314213,149.108765
-35.347111,149.057159
-35.353405,149.052597
-35.351276,149.090698
-35.352367,149.091278
-35.371284,149.092667
-35.375782,149.093216
-35.371151,149.100723
-35.371723,149.098709
-35.39283,149.164597
-35.38884,149.170334
-35.386242,149.173431
-35.354908,149.042496
-35.354767,149.042175
-35.352036,149.094009
-35.35202,149.093796
-35.372593,149.093063
-35.372925,149.088821
-35.372982,149.088943
-35.333656,149.039017
-35.333591,149.03891
-35.326702,149.155518
-35.345917,149.084213
-35.325695,149.153412
-35.312954,149.131989
-35.355431,149.091614
-35.354038,149.091309
-35.339348,149.054688
-35.347813,149.102875
-35.346161,149.103119
-35.346394,149.10318
-35.465683,149.105927
-35.445259,149.093658
-35.445198,149.093262
-35.454624,149.091324
-35.454624,149.090988
-35.344463,149.087234
-35.344467,149.08754
-35.344242,149.087814
-35.34391,149.087753
-35.343925,149.087616
-35.344467,149.08725
-35.344456,149.087234
-35.460815,149.078201
-35.419476,149.066376
-35.317013,149.098297
-35.31715,149.098206
-35.312233,149.123352
-35.324371,149.036255
-35.324558,149.036362
-35.320232,149.036819
-35.319416,149.036652
-35.320015,149.037918
-35.32478,149.043381
-35.325386,149.044632
-35.344456,149.087234
-35.344456,149.087234
-35.329182,149.053925
-35.32795,149.053528
-35.326969,149.052643
-35.338688,149.182785
-35.335949,149.172775
-35.344154,149.086624
-35.344475,149.08725
-35.329094,149.162796
-35.315483,149.126663
-35.315571,149.126541
-35.334805,149.14566
-35.273247,149.116516
-35.324993,149.172318
-35.333351,149.167465
-35.335007,149.169983
-35.323002,149.155426
-35.321056,149.15152
-35.321129,149.151901
-35.336292,149.179581
-35.402794,149.065018
-35.279617,149.130249
-35.281563,149.131866
-35.28228,149.132095
-35.285099,149.134186
-35.28677,149.13707
-35.28828,149.139435
-35.290279,149.142899
-35.291836,149.145523
-35.297298,149.150269
-35.304367,149.134857
-35.318962,149.094101
-35.321861,149.09404
-35.326031,149.091965
-35.325909,149.091858
-35.322186,149.093887
-35.318825,149.093979
-35.326752,149.089966
-35.303455,149.136139
-35.297131,149.149902
-35.291779,149.145157
-35.290291,149.142609
-35.28809,149.138947
-35.286179,149.135864
-35.284801,149.133514
-35.2827,149.125549
-35.280643,149.125992
-35.278252,149.127029
-35.331421,149.158905
-35.281334,149.124023
-35.278721,149.136536
-35.279419,149.135025
-35.278103,149.138123
-35.278549,149.13826
-35.277058,149.140778
-35.277576,149.140762
-35.295155,149.16658
-35.295109,149.16684
-35.296524,149.16864
-35.295994,149.169113
-35.29781,149.167099
-35.299057,149.165863
-35.299782,149.165024
-35.300217,149.164444
-35.302002,149.163528
-35.301418,149.162598
-35.300713,149.15094
-35.301407,149.151474
-35.298779,149.150864
-35.29874,149.151108
-35.291779,149.14949
-35.291832,149.149887
-35.290634,149.152771
-35.29031,149.152985
-35.290638,149.155029
-35.290936,149.15538
-35.289368,149.158081
-35.289436,149.158173
-35.286983,149.157944
-35.287827,149.158554
-35.286987,149.155457
-35.286453,149.156601
-35.288536,149.153702
-35.287384,149.15506
-35.286949,149.152252
-35.288475,149.15358
-35.285633,149.148315
-35.286232,149.151245
-35.284317,149.143799
-35.285511,149.148117
-35.282051,149.142395
-35.284328,149.143967
-35.278629,149.142563
-35.282013,149.142563
-35.271942,149.119446
-35.278385,149.142548
-35.270969,149.117844
-35.272366,149.120285
-35.269943,149.116104
-35.27071,149.117584
-35.268955,149.114853
